"neighborhood","borough","lat","long","scores"
"Bellerose","Queens",40.73,-73.735,0.956
"Bellerose","Queens",40.735,-73.735,0.999
"Bellerose","Queens",40.74,-73.735,0.855
"Douglas Manor-Douglaston-Little Neck","Queens",40.745,-73.735,0.998
"Douglas Manor-Douglaston-Little Neck","Queens",40.75,-73.735,0.999333333333333
"Douglas Manor-Douglaston-Little Neck","Queens",40.755,-73.735,0.998
"Douglas Manor-Douglaston-Little Neck","Queens",40.76,-73.735,1
"Douglas Manor-Douglaston-Little Neck","Queens",40.765,-73.735,0.988
"Douglas Manor-Douglaston-Little Neck","Queens",40.77,-73.735,0.988
"Rosedale","Queens",40.655,-73.73,0.545
"Rosedale","Queens",40.66,-73.73,0.9775
"Rosedale","Queens",40.665,-73.73,0.981
"Rosedale","Queens",40.67,-73.73,0.8895
"Rosedale","Queens",40.675,-73.73,0.9275
"Laurelton","Queens",40.68,-73.73,0.995
"Cambria Heights","Queens",40.685,-73.73,0.992
"Cambria Heights","Queens",40.69,-73.73,0.9635
"Cambria Heights","Queens",40.695,-73.73,0.604
"Cambria Heights","Queens",40.7,-73.73,0.9655
"Queens Village","Queens",40.705,-73.73,0.941
"Queens Village","Queens",40.71,-73.73,0.953
"Queens Village","Queens",40.715,-73.73,0.993
"Queens Village","Queens",40.72,-73.73,0.982
"Bellerose","Queens",40.725,-73.73,0.961
"Bellerose","Queens",40.73,-73.73,0.5165
"Bellerose","Queens",40.74,-73.73,0.515
"Bellerose","Queens",40.745,-73.73,0.663
"Douglas Manor-Douglaston-Little Neck","Queens",40.75,-73.73,0.901
"Douglas Manor-Douglaston-Little Neck","Queens",40.755,-73.73,0.948
"Douglas Manor-Douglaston-Little Neck","Queens",40.76,-73.73,0.966
"Douglas Manor-Douglaston-Little Neck","Queens",40.765,-73.73,0.958
"Douglas Manor-Douglaston-Little Neck","Queens",40.77,-73.73,0.959
"Bellerose","Queens",40.725,-73.725,0.995
"Bellerose","Queens",40.73,-73.725,0.95475
"Bellerose","Queens",40.735,-73.725,0.977
"Bellerose","Queens",40.74,-73.725,0.6625
"Bellerose","Queens",40.745,-73.725,0.8895
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.75,-73.725,0.986
"Douglas Manor-Douglaston-Little Neck","Queens",40.755,-73.725,0.9945
"Douglas Manor-Douglaston-Little Neck","Queens",40.76,-73.725,0.996
"Douglas Manor-Douglaston-Little Neck","Queens",40.765,-73.725,0.986
"Bellerose","Queens",40.73,-73.72,0.996
"Bellerose","Queens",40.735,-73.72,1
"Bellerose","Queens",40.74,-73.72,0.996
"Bellerose","Queens",40.745,-73.72,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.75,-73.72,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.755,-73.72,1
"Douglas Manor-Douglaston-Little Neck","Queens",40.76,-73.72,1
"Bellerose","Queens",40.73,-73.715,0.996
"Bellerose","Queens",40.735,-73.715,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.74,-73.715,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.745,-73.715,0.999
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.75,-73.715,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.755,-73.715,1
"Douglas Manor-Douglaston-Little Neck","Queens",40.76,-73.715,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.73,-73.71,0.996
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.735,-73.71,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.74,-73.71,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.745,-73.71,0.999
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.75,-73.71,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.755,-73.71,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.735,-73.705,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.74,-73.705,1
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.745,-73.705,0.999
"Glen Oaks-Floral Park-New Hyde Park","Queens",40.75,-73.705,1
