"neighborhood","borough","lat","long","scores"
"Cypress Hills-City Line","Brooklyn",40.68,-73.865,0.968
"Woodhaven","Queens",40.685,-73.865,0.939428571428571
"Woodhaven","Queens",40.69,-73.865,0.945166666666667
"Woodhaven","Queens",40.695,-73.865,0.83725
"park-cemetery-etc-Queens","Queens",40.7,-73.865,0.6345
"Glendale","Queens",40.705,-73.865,0.63725
"Glendale","Queens",40.71,-73.865,0.6285
"Middle Village","Queens",40.715,-73.865,0.675333333333333
"Rego Park","Queens",40.72,-73.865,0.9425
"Rego Park","Queens",40.725,-73.865,0.94625
"Rego Park","Queens",40.73,-73.865,0.7615
"Elmhurst","Queens",40.735,-73.865,0.605
"Corona","Queens",40.74,-73.865,0.5695
"Corona","Queens",40.745,-73.865,0.9025
"North Corona","Queens",40.75,-73.865,0.93025
"North Corona","Queens",40.755,-73.865,0.828
"East Elmhurst","Queens",40.76,-73.865,0.90125
"East Elmhurst","Queens",40.765,-73.865,0.9625
"Airport","Queens",40.77,-73.865,0.943
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.815,-73.865,0.86025
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.865,0.8075
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.825,-73.865,0.599
"Soundview-Bruckner","Bronx",40.83,-73.865,0.55825
"West Farms-Bronx River","Bronx",40.835,-73.865,0.25025
"West Farms-Bronx River","Bronx",40.84,-73.865,0.27725
"Van Nest-Morris Park-Westchester Square","Bronx",40.845,-73.865,0.68125
"Van Nest-Morris Park-Westchester Square","Bronx",40.85,-73.865,0.728
"Pelham Parkway","Bronx",40.855,-73.865,0.68225
"Bronxdale","Bronx",40.86,-73.865,0.6835
"Bronxdale","Bronx",40.865,-73.865,0.429
"Bronxdale","Bronx",40.87,-73.865,0.66575
"Williamsbridge-Olinville","Bronx",40.875,-73.865,0.7255
"Williamsbridge-Olinville","Bronx",40.88,-73.865,0.682
"Williamsbridge-Olinville","Bronx",40.885,-73.865,0.65725
"park-cemetery-etc-Bronx","Bronx",40.89,-73.865,0.611666666666667
"park-cemetery-etc-Bronx","Bronx",40.895,-73.865,0.542666666666667
"Woodlawn-Wakefield","Bronx",40.9,-73.865,0.7245
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.57,-73.86,0.332
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.575,-73.86,0.4325
"East New York","Brooklyn",40.66,-73.86,0.271
"East New York","Brooklyn",40.665,-73.86,0.234
"East New York","Brooklyn",40.67,-73.86,0.572666666666667
"Ozone Park","Queens",40.675,-73.86,0.8135
"Ozone Park","Queens",40.68,-73.86,0.489
"Woodhaven","Queens",40.685,-73.86,0.912
"Woodhaven","Queens",40.69,-73.86,0.976
"Woodhaven","Queens",40.695,-73.86,0.9925
"park-cemetery-etc-Queens","Queens",40.7,-73.86,0.976
"Glendale","Queens",40.705,-73.86,0.9815
"Glendale","Queens",40.71,-73.86,0.98
"Rego Park","Queens",40.715,-73.86,0.982
"Rego Park","Queens",40.72,-73.86,0.9665
"Forest Hills","Queens",40.725,-73.86,0.949
"Rego Park","Queens",40.73,-73.86,0.434
"Rego Park","Queens",40.735,-73.86,0.368
"Corona","Queens",40.74,-73.86,0.2735
"Corona","Queens",40.745,-73.86,0.601
"North Corona","Queens",40.75,-73.86,0.947
"North Corona","Queens",40.755,-73.86,0.9115
"East Elmhurst","Queens",40.76,-73.86,0.9085
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.81,-73.86,0.943
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.815,-73.86,0.961
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.86,0.852
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.825,-73.86,0.711
"Soundview-Bruckner","Bronx",40.83,-73.86,0.845
"Parkchester","Bronx",40.835,-73.86,0.7645
"Parkchester","Bronx",40.84,-73.86,0.5245
"Van Nest-Morris Park-Westchester Square","Bronx",40.845,-73.86,0.6935
"Pelham Parkway","Bronx",40.85,-73.86,0.897
"Pelham Parkway","Bronx",40.855,-73.86,0.899
"Bronxdale","Bronx",40.86,-73.86,0.9405
"Bronxdale","Bronx",40.865,-73.86,0.863
"Allerton-Pelham Gardens","Bronx",40.87,-73.86,0.8515
"Williamsbridge-Olinville","Bronx",40.875,-73.86,0.891
"Williamsbridge-Olinville","Bronx",40.88,-73.86,0.93
"Williamsbridge-Olinville","Bronx",40.885,-73.86,0.915
"Williamsbridge-Olinville","Bronx",40.89,-73.86,0.8665
"Williamsbridge-Olinville","Bronx",40.895,-73.86,0.7
"Woodlawn-Wakefield","Bronx",40.9,-73.86,0.829
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.57,-73.855,0.3
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.575,-73.855,0.478
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.58,-73.855,0.659333333333333
"Lindenwood-Howard Beach","Queens",40.655,-73.855,0.881
"Lindenwood-Howard Beach","Queens",40.66,-73.855,0.631
"Lindenwood-Howard Beach","Queens",40.665,-73.855,0.471833333333333
"Lindenwood-Howard Beach","Queens",40.67,-73.855,0.964333333333333
"Ozone Park","Queens",40.675,-73.855,0.99475
"Woodhaven","Queens",40.68,-73.855,0.8835
"Woodhaven","Queens",40.685,-73.855,0.9375
"Woodhaven","Queens",40.69,-73.855,0.792
"Woodhaven","Queens",40.695,-73.855,0.98125
"park-cemetery-etc-Queens","Queens",40.7,-73.855,0.988333333333333
"Glendale","Queens",40.705,-73.855,0.9965
"Forest Hills","Queens",40.71,-73.855,0.998
"Forest Hills","Queens",40.715,-73.855,0.99225
"Forest Hills","Queens",40.72,-73.855,0.948
"Forest Hills","Queens",40.725,-73.855,0.95175
"Forest Hills","Queens",40.73,-73.855,0.77025
"Forest Hills","Queens",40.735,-73.855,0.8465
"Corona","Queens",40.74,-73.855,0.706
"Corona","Queens",40.745,-73.855,0.83075
"Corona","Queens",40.75,-73.855,0.85675
"North Corona","Queens",40.755,-73.855,0.625666666666667
"park-cemetery-etc-Queens","Queens",40.76,-73.855,0.816
"College Point","Queens",40.785,-73.855,0.97075
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.805,-73.855,0.942
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.81,-73.855,0.89775
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.815,-73.855,0.9205
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.855,0.612
"Westchester-Unionport","Bronx",40.825,-73.855,0.45825
"Westchester-Unionport","Bronx",40.83,-73.855,0.4755
"Parkchester","Bronx",40.835,-73.855,0.6655
"Parkchester","Bronx",40.84,-73.855,0.65475
"Van Nest-Morris Park-Westchester Square","Bronx",40.845,-73.855,0.89425
"Van Nest-Morris Park-Westchester Square","Bronx",40.85,-73.855,0.987
"Pelham Parkway","Bronx",40.855,-73.855,0.9715
"Allerton-Pelham Gardens","Bronx",40.86,-73.855,0.99225
"Allerton-Pelham Gardens","Bronx",40.865,-73.855,0.92275
"Allerton-Pelham Gardens","Bronx",40.87,-73.855,0.86725
"Williamsbridge-Olinville","Bronx",40.875,-73.855,0.88625
"Williamsbridge-Olinville","Bronx",40.88,-73.855,0.971
"Williamsbridge-Olinville","Bronx",40.885,-73.855,0.96925
"Williamsbridge-Olinville","Bronx",40.89,-73.855,0.92525
"Woodlawn-Wakefield","Bronx",40.895,-73.855,0.75525
"Woodlawn-Wakefield","Bronx",40.9,-73.855,0.849
"Woodlawn-Wakefield","Bronx",40.905,-73.855,0.6485
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.575,-73.85,0.6655
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.58,-73.85,0.596
"Lindenwood-Howard Beach","Queens",40.645,-73.85,0.837
"Lindenwood-Howard Beach","Queens",40.65,-73.85,0.846
"Lindenwood-Howard Beach","Queens",40.655,-73.85,0.966
"Lindenwood-Howard Beach","Queens",40.66,-73.85,0.9905
"Lindenwood-Howard Beach","Queens",40.665,-73.85,0.9625
"Lindenwood-Howard Beach","Queens",40.67,-73.85,0.9915
"Ozone Park","Queens",40.675,-73.85,0.9995
"Ozone Park","Queens",40.68,-73.85,0.906
"Woodhaven","Queens",40.685,-73.85,1
"Woodhaven","Queens",40.69,-73.85,0.95
"Woodhaven","Queens",40.695,-73.85,0.994
"park-cemetery-etc-Queens","Queens",40.7,-73.85,0.999
"park-cemetery-etc-Queens","Queens",40.705,-73.85,1
"Forest Hills","Queens",40.71,-73.85,1
"Forest Hills","Queens",40.715,-73.85,0.9965
"Forest Hills","Queens",40.72,-73.85,0.9355
"Forest Hills","Queens",40.725,-73.85,0.979
"Forest Hills","Queens",40.73,-73.85,0.971
"Forest Hills","Queens",40.735,-73.85,0.953
"Corona","Queens",40.74,-73.85,0.915
"park-cemetery-etc-Queens","Queens",40.745,-73.85,0.886
"park-cemetery-etc-Queens","Queens",40.75,-73.85,0.727
"College Point","Queens",40.785,-73.85,0.986
"College Point","Queens",40.79,-73.85,0.983
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.81,-73.85,0.7215
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.815,-73.85,0.7285
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.85,0.345
"Westchester-Unionport","Bronx",40.825,-73.85,0.4815
"Westchester-Unionport","Bronx",40.83,-73.85,0.866
"Westchester-Unionport","Bronx",40.835,-73.85,0.835
"Westchester-Unionport","Bronx",40.84,-73.85,0.62
"Van Nest-Morris Park-Westchester Square","Bronx",40.845,-73.85,0.7995
"Van Nest-Morris Park-Westchester Square","Bronx",40.85,-73.85,0.965
"Pelham Parkway","Bronx",40.855,-73.85,0.9255
"Allerton-Pelham Gardens","Bronx",40.86,-73.85,0.959
"Allerton-Pelham Gardens","Bronx",40.865,-73.85,0.809
"Allerton-Pelham Gardens","Bronx",40.87,-73.85,0.4775
"Eastchester-Edenwald-Baychester","Bronx",40.875,-73.85,0.526
"Eastchester-Edenwald-Baychester","Bronx",40.88,-73.85,0.655
"Williamsbridge-Olinville","Bronx",40.885,-73.85,0.738
"Williamsbridge-Olinville","Bronx",40.89,-73.85,0.7385
"Woodlawn-Wakefield","Bronx",40.895,-73.85,0.409
"Woodlawn-Wakefield","Bronx",40.9,-73.85,0.644
"Woodlawn-Wakefield","Bronx",40.905,-73.85,0.359
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.575,-73.845,0.597666666666667
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.58,-73.845,0.535666666666667
"Lindenwood-Howard Beach","Queens",40.645,-73.845,0.874
"Lindenwood-Howard Beach","Queens",40.65,-73.845,0.8815
"Lindenwood-Howard Beach","Queens",40.655,-73.845,0.967
"Lindenwood-Howard Beach","Queens",40.66,-73.845,0.9905
"Lindenwood-Howard Beach","Queens",40.665,-73.845,0.9635
"Ozone Park","Queens",40.67,-73.845,0.9905
"Ozone Park","Queens",40.675,-73.845,0.9995
"Ozone Park","Queens",40.68,-73.845,0.904
"Woodhaven","Queens",40.685,-73.845,1
"Richmond Hill","Queens",40.69,-73.845,0.9895
"Richmond Hill","Queens",40.695,-73.845,0.99
"park-cemetery-etc-Queens","Queens",40.7,-73.845,0.995
"park-cemetery-etc-Queens","Queens",40.705,-73.845,0.988
"Forest Hills","Queens",40.71,-73.845,0.971
"Forest Hills","Queens",40.715,-73.845,0.897
"Forest Hills","Queens",40.72,-73.845,0.586
"Forest Hills","Queens",40.725,-73.845,0.573
"Forest Hills","Queens",40.73,-73.845,0.8935
"park-cemetery-etc-Queens","Queens",40.735,-73.845,0.9175
"park-cemetery-etc-Queens","Queens",40.755,-73.845,0.202
"park-cemetery-etc-Queens","Queens",40.76,-73.845,0.2895
"College Point","Queens",40.77,-73.845,0.3645
"College Point","Queens",40.775,-73.845,0.8005
"College Point","Queens",40.78,-73.845,0.976
"College Point","Queens",40.785,-73.845,0.99
"College Point","Queens",40.79,-73.845,0.991
"College Point","Queens",40.795,-73.845,0.992
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.815,-73.845,0.952
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.845,0.675
"Westchester-Unionport","Bronx",40.825,-73.845,0.722
"Westchester-Unionport","Bronx",40.83,-73.845,0.8815
"Westchester-Unionport","Bronx",40.835,-73.845,0.8205
"Van Nest-Morris Park-Westchester Square","Bronx",40.84,-73.845,0.7375
"Van Nest-Morris Park-Westchester Square","Bronx",40.845,-73.845,0.8665
"Van Nest-Morris Park-Westchester Square","Bronx",40.85,-73.845,0.943
"Pelham Parkway","Bronx",40.855,-73.845,0.8575
"Allerton-Pelham Gardens","Bronx",40.86,-73.845,0.878
"Allerton-Pelham Gardens","Bronx",40.865,-73.845,0.77
"Eastchester-Edenwald-Baychester","Bronx",40.87,-73.845,0.4365
"Eastchester-Edenwald-Baychester","Bronx",40.875,-73.845,0.244
"Eastchester-Edenwald-Baychester","Bronx",40.88,-73.845,0.392
"Eastchester-Edenwald-Baychester","Bronx",40.885,-73.845,0.525
"Woodlawn-Wakefield","Bronx",40.89,-73.845,0.591
"Woodlawn-Wakefield","Bronx",40.895,-73.845,0.239
"Woodlawn-Wakefield","Bronx",40.9,-73.845,0.8465
"Woodlawn-Wakefield","Bronx",40.905,-73.845,0.645
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.58,-73.84,0.171
"Lindenwood-Howard Beach","Queens",40.65,-73.84,0.5995
"Lindenwood-Howard Beach","Queens",40.655,-73.84,0.888
"Lindenwood-Howard Beach","Queens",40.66,-73.84,0.82125
"Lindenwood-Howard Beach","Queens",40.665,-73.84,0.943
"Ozone Park","Queens",40.67,-73.84,0.97525
"Ozone Park","Queens",40.675,-73.84,0.9565
"Ozone Park","Queens",40.68,-73.84,0.651
"Richmond Hill","Queens",40.685,-73.84,0.8815
"Richmond Hill","Queens",40.69,-73.84,0.9725
"Richmond Hill","Queens",40.695,-73.84,0.90625
"Richmond Hill","Queens",40.7,-73.84,0.9905
"park-cemetery-etc-Queens","Queens",40.705,-73.84,0.9925
"Kew Gardens","Queens",40.71,-73.84,0.9845
"Forest Hills","Queens",40.715,-73.84,0.9265
"Forest Hills","Queens",40.72,-73.84,0.44525
"Forest Hills","Queens",40.725,-73.84,0.58425
"park-cemetery-etc-Queens","Queens",40.73,-73.84,0.839
"park-cemetery-etc-Queens","Queens",40.735,-73.84,0.801
"park-cemetery-etc-Queens","Queens",40.75,-73.84,0.827
"park-cemetery-etc-Queens","Queens",40.755,-73.84,0.128666666666667
"park-cemetery-etc-Queens","Queens",40.76,-73.84,0.2475
"park-cemetery-etc-Queens","Queens",40.765,-73.84,0.4935
"College Point","Queens",40.77,-73.84,0.4865
"College Point","Queens",40.775,-73.84,0.906
"College Point","Queens",40.78,-73.84,0.9945
"College Point","Queens",40.785,-73.84,0.9945
"College Point","Queens",40.79,-73.84,0.9925
"College Point","Queens",40.795,-73.84,0.9935
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.84,0.6775
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.825,-73.84,0.69025
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.83,-73.84,0.828666666666667
"Westchester-Unionport","Bronx",40.835,-73.84,0.751
"Westchester-Unionport","Bronx",40.84,-73.84,0.736
"Van Nest-Morris Park-Westchester Square","Bronx",40.845,-73.84,0.76075
"Van Nest-Morris Park-Westchester Square","Bronx",40.85,-73.84,0.662
"Pelham Parkway","Bronx",40.855,-73.84,0.66025
"Allerton-Pelham Gardens","Bronx",40.86,-73.84,0.78225
"Allerton-Pelham Gardens","Bronx",40.865,-73.84,0.76775
"Eastchester-Edenwald-Baychester","Bronx",40.87,-73.84,0.5215
"Eastchester-Edenwald-Baychester","Bronx",40.875,-73.84,0.566
"Co-op City","Bronx",40.88,-73.84,0.802
"Eastchester-Edenwald-Baychester","Bronx",40.885,-73.84,0.832
"Woodlawn-Wakefield","Bronx",40.89,-73.84,0.91175
"Woodlawn-Wakefield","Bronx",40.895,-73.84,0.77075
"Woodlawn-Wakefield","Bronx",40.9,-73.84,0.92
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.58,-73.835,0.05
"Lindenwood-Howard Beach","Queens",40.65,-73.835,0.3845
"Lindenwood-Howard Beach","Queens",40.655,-73.835,0.766
"Lindenwood-Howard Beach","Queens",40.66,-73.835,0.7555
"Lindenwood-Howard Beach","Queens",40.665,-73.835,0.954
"Ozone Park","Queens",40.67,-73.835,0.9845
"South Ozone Park","Queens",40.675,-73.835,0.9845
"South Ozone Park","Queens",40.68,-73.835,0.876
"South Ozone Park","Queens",40.685,-73.835,0.9565
"Richmond Hill","Queens",40.69,-73.835,0.8975
"Richmond Hill","Queens",40.695,-73.835,0.568
"Richmond Hill","Queens",40.7,-73.835,0.8775
"Kew Gardens","Queens",40.705,-73.835,0.974
"Kew Gardens","Queens",40.71,-73.835,0.968
"Forest Hills","Queens",40.715,-73.835,0.952
"park-cemetery-etc-Queens","Queens",40.72,-73.835,0.646
"Queensboro Hill","Queens",40.745,-73.835,0.8545
"park-cemetery-etc-Queens","Queens",40.75,-73.835,0.698
"Flushing","Queens",40.755,-73.835,0.0535
"Flushing","Queens",40.76,-73.835,0.191
"Flushing","Queens",40.765,-73.835,0.467
"Flushing","Queens",40.77,-73.835,0.5035
"College Point","Queens",40.775,-73.835,0.865
"College Point","Queens",40.78,-73.835,0.918
"Whitestone","Queens",40.785,-73.835,0.919
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.81,-73.835,0.937
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.825,-73.835,0.858
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.83,-73.835,0.9685
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.835,-73.835,0.8685
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.84,-73.835,0.9485
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.835,0.9365
"Pelham Bay-Country Club-City Island","Bronx",40.85,-73.835,0.993
"Van Nest-Morris Park-Westchester Square","Bronx",40.855,-73.835,0.885
"Allerton-Pelham Gardens","Bronx",40.86,-73.835,0.9845
"Eastchester-Edenwald-Baychester","Bronx",40.865,-73.835,0.7955
"Co-op City","Bronx",40.87,-73.835,0.592
"Co-op City","Bronx",40.875,-73.835,0.6925
"Co-op City","Bronx",40.88,-73.835,0.768
"Eastchester-Edenwald-Baychester","Bronx",40.885,-73.835,0.6975
"Eastchester-Edenwald-Baychester","Bronx",40.89,-73.835,0.497
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.58,-73.83,0.0396666666666667
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.595,-73.83,0.096
"Lindenwood-Howard Beach","Queens",40.655,-73.83,0.762
"Airport","Queens",40.66,-73.83,0.694333333333333
"South Ozone Park","Queens",40.665,-73.83,0.964666666666667
"South Ozone Park","Queens",40.67,-73.83,0.995
"South Ozone Park","Queens",40.675,-73.83,0.998666666666667
"South Ozone Park","Queens",40.68,-73.83,0.982
"South Ozone Park","Queens",40.685,-73.83,0.98275
"Richmond Hill","Queens",40.69,-73.83,0.9865
"Richmond Hill","Queens",40.695,-73.83,0.90075
"Richmond Hill","Queens",40.7,-73.83,0.82075
"Kew Gardens","Queens",40.705,-73.83,0.99225
"Kew Gardens","Queens",40.71,-73.83,0.9705
"park-cemetery-etc-Queens","Queens",40.715,-73.83,0.984
"park-cemetery-etc-Queens","Queens",40.72,-73.83,0.8195
"park-cemetery-etc-Queens","Queens",40.725,-73.83,0.92
"Kew Gardens Hills","Queens",40.73,-73.83,0.97175
"park-cemetery-etc-Queens","Queens",40.735,-73.83,0.969333333333333
"Queensboro Hill","Queens",40.74,-73.83,0.968
"Queensboro Hill","Queens",40.745,-73.83,0.9475
"Flushing","Queens",40.75,-73.83,0.77575
"Flushing","Queens",40.755,-73.83,0.071
"Flushing","Queens",40.76,-73.83,0.21125
"Flushing","Queens",40.765,-73.83,0.5415
"Flushing","Queens",40.77,-73.83,0.628
"College Point","Queens",40.775,-73.83,0.92025
"College Point","Queens",40.78,-73.83,0.981
"Whitestone","Queens",40.785,-73.83,0.9865
"Whitestone","Queens",40.79,-73.83,0.97625
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.82,-73.83,0.861
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.825,-73.83,0.649
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.83,-73.83,0.9795
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.835,-73.83,0.8685
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.84,-73.83,0.9465
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.83,0.923
"Pelham Bay-Country Club-City Island","Bronx",40.85,-73.83,0.974
"Pelham Bay-Country Club-City Island","Bronx",40.855,-73.83,0.8565
"Allerton-Pelham Gardens","Bronx",40.86,-73.83,0.8275
"Co-op City","Bronx",40.865,-73.83,0.419
"Co-op City","Bronx",40.87,-73.83,0.44
"Co-op City","Bronx",40.875,-73.83,0.42
"Co-op City","Bronx",40.88,-73.83,0.484
"Co-op City","Bronx",40.885,-73.83,0.5045
"Eastchester-Edenwald-Baychester","Bronx",40.89,-73.83,0.3865
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.585,-73.825,0.033
"park-cemetery-etc-Queens","Queens",40.63,-73.825,0.394
"South Ozone Park","Queens",40.665,-73.825,0.972
"South Ozone Park","Queens",40.67,-73.825,0.996
"South Ozone Park","Queens",40.675,-73.825,0.999
"South Ozone Park","Queens",40.68,-73.825,0.997
"South Ozone Park","Queens",40.685,-73.825,0.9325
"Richmond Hill","Queens",40.69,-73.825,0.9965
"Richmond Hill","Queens",40.695,-73.825,0.929
"Richmond Hill","Queens",40.7,-73.825,0.8355
"Kew Gardens","Queens",40.705,-73.825,0.983
"Briarwood-Jamaica Hills","Queens",40.715,-73.825,0.9665
"Kew Gardens Hills","Queens",40.72,-73.825,0.945
"Kew Gardens Hills","Queens",40.725,-73.825,0.9745
"Kew Gardens Hills","Queens",40.73,-73.825,0.9915
"Kew Gardens Hills","Queens",40.735,-73.825,0.994
"Queensboro Hill","Queens",40.74,-73.825,0.988
"Queensboro Hill","Queens",40.745,-73.825,0.9765
"Queensboro Hill","Queens",40.75,-73.825,0.82
"Flushing","Queens",40.755,-73.825,0.0895
"Flushing","Queens",40.76,-73.825,0.4465
"Flushing","Queens",40.765,-73.825,0.956
"Flushing","Queens",40.77,-73.825,0.9535
"Murray Hill","Queens",40.775,-73.825,0.994
"Flushing","Queens",40.78,-73.825,1
"Whitestone","Queens",40.785,-73.825,1
"Whitestone","Queens",40.79,-73.825,0.982
"Whitestone","Queens",40.795,-73.825,1
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.815,-73.825,0.9595
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.82,-73.825,0.906
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.825,-73.825,0.61875
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.83,-73.825,0.923
"Pelham Bay-Country Club-City Island","Bronx",40.835,-73.825,0.7865
"Pelham Bay-Country Club-City Island","Bronx",40.84,-73.825,0.968
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.825,0.74575
"park-cemetery-etc-Bronx","Bronx",40.85,-73.825,0.968
"park-cemetery-etc-Bronx","Bronx",40.855,-73.825,0.9105
"Co-op City","Bronx",40.86,-73.825,0.937666666666667
"Co-op City","Bronx",40.865,-73.825,0.79525
"Co-op City","Bronx",40.87,-73.825,0.6595
"Co-op City","Bronx",40.875,-73.825,0.74325
"Co-op City","Bronx",40.88,-73.825,0.8205
"Co-op City","Bronx",40.885,-73.825,0.84375
"Eastchester-Edenwald-Baychester","Bronx",40.89,-73.825,0.70925
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.585,-73.82,0.0315
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.6,-73.82,0.272
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.605,-73.82,0.214
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.615,-73.82,0.312
"South Ozone Park","Queens",40.665,-73.82,0.964
"South Ozone Park","Queens",40.67,-73.82,0.9875
"South Ozone Park","Queens",40.675,-73.82,0.967
"South Ozone Park","Queens",40.68,-73.82,0.901
"South Ozone Park","Queens",40.685,-73.82,0.579
"Richmond Hill","Queens",40.69,-73.82,0.9445
"Richmond Hill","Queens",40.695,-73.82,0.8755
"Richmond Hill","Queens",40.7,-73.82,0.7925
"Kew Gardens","Queens",40.705,-73.82,0.8365
"Briarwood-Jamaica Hills","Queens",40.71,-73.82,0.408
"Briarwood-Jamaica Hills","Queens",40.715,-73.82,0.7905
"Kew Gardens Hills","Queens",40.72,-73.82,0.9425
"Kew Gardens Hills","Queens",40.725,-73.82,0.9795
"Kew Gardens Hills","Queens",40.73,-73.82,0.987
"Kew Gardens Hills","Queens",40.735,-73.82,0.9905
"Queensboro Hill","Queens",40.74,-73.82,0.985
"Queensboro Hill","Queens",40.745,-73.82,0.9645
"Flushing","Queens",40.75,-73.82,0.8045
"Flushing","Queens",40.755,-73.82,0.07
"Murray Hill","Queens",40.76,-73.82,0.4125
"Murray Hill","Queens",40.765,-73.82,0.906
"Murray Hill","Queens",40.77,-73.82,0.9735
"Murray Hill","Queens",40.775,-73.82,1
"Whitestone","Queens",40.78,-73.82,1
"Whitestone","Queens",40.785,-73.82,1
"Whitestone","Queens",40.79,-73.82,0.975
"Whitestone","Queens",40.795,-73.82,1
"Whitestone","Queens",40.8,-73.82,1
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.815,-73.82,0.993
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.82,-73.82,0.915
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.825,-73.82,0.627
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.83,-73.82,0.9965
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.835,-73.82,0.981
"Pelham Bay-Country Club-City Island","Bronx",40.84,-73.82,0.976
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.82,0.8095
"park-cemetery-etc-Bronx","Bronx",40.855,-73.82,0.876
"park-cemetery-etc-Bronx","Bronx",40.88,-73.82,0.85
"park-cemetery-etc-Bronx","Bronx",40.885,-73.82,0.873
"Eastchester-Edenwald-Baychester","Bronx",40.89,-73.82,0.7795
"Hammels-Arverne-Edgemere","Queens",40.585,-73.815,0.05075
"Hammels-Arverne-Edgemere","Queens",40.59,-73.815,0.0466666666666667
"South Ozone Park","Queens",40.665,-73.815,0.9475
"South Ozone Park","Queens",40.67,-73.815,0.994
"South Ozone Park","Queens",40.675,-73.815,1
"South Ozone Park","Queens",40.68,-73.815,0.998
"South Ozone Park","Queens",40.685,-73.815,0.9665
"South Ozone Park","Queens",40.69,-73.815,0.99825
"Richmond Hill","Queens",40.695,-73.815,0.87875
"Jamaica","Queens",40.7,-73.815,0.9115
"Briarwood-Jamaica Hills","Queens",40.705,-73.815,0.97775
"Briarwood-Jamaica Hills","Queens",40.71,-73.815,0.79
"Briarwood-Jamaica Hills","Queens",40.715,-73.815,0.968
"Kew Gardens Hills","Queens",40.72,-73.815,0.9685
"Kew Gardens Hills","Queens",40.725,-73.815,0.92925
